Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,504.801137829134,580.888646675343,663.587769703281,645.945373462085,675.826043903261,679.124245659146,781.806100879469,756.731234314249,757.741289718022,865.714306693748,931.126737201787,1089.31086222674,1166.38858554687,1632.3873555551,1547.79824465073,716.344551482202,956.848622546137,1273.08770114086,1435.84129711002,1929.00724027874,2531.57326088891,2965.37426047676,1653.98633338726,1700.16236547967,1619.37437545744,1437.37571207379,1510.01698873229,1750.26411734783,2015.93028477457,2280.26538750517,2483.56086277832,2790.61655450381,3333.95866826905,3520.93295606802,4010.97099149197,5094.3934887486,5376.77057835924,5789.70504832497,5467.18818686372,4980.01080199612,5102.96876097291,4610.59269482557,4477.18785195496,4823.25742097417,6185.30378783274,7560.54366823827,9418.27492735073,10456.8323890899,10797.0473705117,10204.5588537616,12764.5931178671,14637.7561550875,15397.7804504673,15842.159166151,14675.1508630779,13567.3572174332,13788.2400083224,15034.0584350711,15820.0333659534,14616.2072513761,13162.5913519707,16185.9147709548,15411.1739539112,17093.2419713921
Chile,CHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.75120997428894,3.59472990036011,..,..,3.07045006752014,3.48236989974976,4.21999979019165,4.91429996490479,..,..,..,..,..,2.8232901096344,..,..,2.25015997886658,..,..,2.38371992111206,2.51182007789612,2.56469988822937,2.77720999717712,2.98516988754272,3.32312989234924,3.7083899974823,3.75707006454468,..,4.04881000518799,3.91868996620178,3.54307007789612,3.28016996383667,3.04014992713928,3.2331600189209,3.79189991950989,4.25475978851318,4.18953990936279,4.0617299079895,..,4.54814004898071,4.75167989730835,4.90390014648438,5.3664698600769,5.43278980255127,5.473060131073,5.62630987167358,5.62993001937866,4.99923992156982,..,..
Chile,CHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.311430007219315,0.374920010566711,0.354030013084412,0.331649988889694,0.352880001068115,0.362129986286163,0.390300005674362,0.376679986715317,0.382959991693497,0.371030002832413,0.356790006160736,0.369159996509552,0.342049986124039,0.334960013628006,..,..,..
Chile,CHL,"Population, total",SP.POP.TOTL,8141820,8313535,8486120,8656006,8825046,8994936,9161649,9326268,9491502,9656299,9820481,9984378,10145765,10307842,10472743,10639531,10804869,10969861,11137748,11304331,11469828,11637613,11807408,11976513,12147758,12326396,12514502,12712784,12918389,13128619,13342868,13561945,13782297,13998386,14210674,14416796,14615483,14809289,14996742,15176410,15351799,15523978,15693790,15859112,16017966,16175311,16334575,16495538,16661462,16833447,17004162,17173573,17341771,17509925,17687108,17870124,18083879,18368577,18701450,19039485,19300315,19493184,19603733,19629590
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.5202142368479,75.8055607913604,70.9091524330558,74.3133717692149,85.4982425898924,98.4864176995115,104.32418478637,96.5891788251155,91.4723838962347,100.129537206454,113.162577847967,118.654144002222,131.885558530844,157.089110889702,160.147687922555,178.339614096146,165.404262395736,185.420537363904,156.396388520044,183.983152215978,194.804722186836,197.071474499102,203.334919503464,225.431928890812,250.713969046988,294.45884850496,281.928120911563,251.811956961329,283.537695240524,310.8819124049,317.884673040928,333.142145400184,366.460692306116,377.3898394789,473.489916407064,609.604337927454,709.415888233368,781.74256121344,828.594691043134,873.292336318005,959.360431369138,1053.11231442789,1148.51425710711,1288.63749134336,1508.66791560781,1753.41419160544,2099.2194300499,2693.95873160283,3468.32706307504,3832.2274569094,4550.47394356715,5614.38602225277,6300.58217951734,7020.3860742288,7636.07434020616,8016.44559489998,8094.39016735149,8817.04560829162,9905.40638304527,10143.8602206165,10408.7195541075,12617.5051041181,12662.5831692254,12614.0609948923
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,1.38873994350433,1.60476005077362,1.65082001686096,1.76115000247955,1.70850002765656,1.81657004356384,1.74953997135162,1.95884001255035,2.14805006980896,1.91190004348755,1.94880998134613,2.03448009490967,2.07692003250122,1.99863004684448,2.00814008712769,2.06154990196228,1.80425000190735,1.76417994499207,..,..,..,1.65455996990204,1.65785002708435,1.98571002483368,1.84192001819611,1.85338997840881,..,1.84432995319366,1.88803994655609,..,..,..,..,..,2.39190554618835,2.44128441810608,2.70073485374451,3.63178825378418,3.75152206420898,3.55966520309448,3.80921697616577,4.29788875579834,4.1298041343689,4.10536003112793,4.24201250076294,4.20638513565063,4.11133146286011,4.02442407608032,4.05939483642578,4.2333812713623,3.98832511901855,4.02356958389282,..
China,CHN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.563239991664886,0.638729989528656,0.646889984607697,0.749629974365234,0.893159985542297,0.940330028533936,1.05786001682281,1.12037003040314,1.21498000621796,1.30791997909546,1.36854004859924,1.37369000911713,1.44591999053955,1.66480004787445,1.7137199640274,1.78033995628357,1.91214001178741,1.99785995483398,2.02242994308472,2.05700993537903,2.10033011436462,2.11602997779846,2.14057993888855,2.2446300983429,2.40666007995605,2.4326000213623,..,..
China,CHN,"Population, total",SP.POP.TOTL,667070000,660330000,665770000,682335000,698355000,715185000,735400000,754550000,774510000,796025000,818315000,841105000,862030000,881940000,900350000,916395000,930685000,943455000,956165000,969005000,981235000,993885000,1008630000,1023310000,1036825000,1051040000,1066790000,1084035000,1101630000,1118650000,1135185000,1150780000,1164970000,1178440000,1191835000,1204855000,1217550000,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1345035000,1354190000,1363240000,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1411100000,1412360000,1412175000,1410710000
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,256.962847338565,280.579137401505,296.893804730888,280.993494299019,336.722068787801,315.212329517137,288.575890071302,301.136382485833,299.922605075449,316.305007317933,344.332599843029,365.345951070262,395.98762231097,460.600711257064,540.226188873276,559.681441470476,641.550720418532,796.556192288003,930.406202098949,1092.30456373975,1275.99659324238,1358.48545216789,1421.92168833937,1381.12004825276,1333.37091115403,1189.86940180876,1166.30079731611,1188.5517771004,1254.53154613477,1238.60336697052,1467.54743608627,1491.85672826445,1720.56855756999,1920.39896596567,2314.9009901463,2571.46818996686,2652.10388063505,2860.04094003606,2595.54301144732,2236.07292591824,2546.85021359809,2465.00701162874,2421.1621037421,2305.17050697714,2811.45945051653,3448.53832259071,3782.60349611154,4762.08306918129,5534.68944688198,5245.95158468149,6392.75802564031,7392.94359822972,8096.80150827421,8263.64192942212,8167.47284156277,6228.65162110371,5936.26102166829,6449.97098770131,6782.03792028237,6436.50921493811,5308.16470717512,6182.9559438651,6657.08669677355,6979.72513470377
Colombia,COL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.75434005260468,1.72912001609802,2.59723997116089,..,..,3.00429010391235,2.71527004241943,..,..,..,2.70525002479553,..,..,..,..,..,..,..,..,3.92644000053406,4.44080018997192,3.5112099647522,3.70867991447449,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.131060004234314,0.13289999961853,0.155589997768402,0.173979997634888,0.169640004634857,0.165570005774498,0.164269998669624,0.183070003986359,0.195409998297691,0.193509995937347,0.193580001592636,0.198420003056526,0.221159994602203,0.257609993219376,0.303169995546341,0.365420013666153,0.270509988069534,0.261090010404587,0.312330007553101,0.322010010480881,0.289609998464584,..,..,..
Colombia,COL,"Population, total",SP.POP.TOTL,15687688,16182414,16691282,17210956,17739754,18275814,18811407,19343961,19872503,20392264,20905254,21405413,21898055,22396318,22897871,23403731,23913002,24443926,25003608,25579323,26176195,26785982,27405194,28042329,28689032,29326260,29960101,30603048,31256727,31923117,32601393,33272628,33939039,34614735,35295461,35970101,36632573,37291946,37944414,38585033,39215135,39837875,40454050,41057687,41648268,42220940,42772910,43306582,43815313,44313917,44816108,45308899,45782417,46237930,46677947,47119728,47625955,48351671,49276961,50187406,50930662,51516562,51874024,52085168
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,646.360534543636,580.941019865573,530.204359457532,538.056856926778,505.100927728943,523.695185223295,723.182760051538,850.433127433187,873.624703301678,813.84601969101,996.52805310108,958.921150098764,1009.71026181801,977.474380602119,674.137307869931,823.676610322088,801.261219960335,721.627300642715,717.31813173168,726.488888531733,654.18043075023,691.041978010695,761.947888181814,959.228987622236,1090.42716869473,1103.19541672121,1155.08567466696,1289.79484950871,1454.65090944099,1409.10667152145,1384.06328257479,1526.83263942681,1483.95155791259,1595.98981808122,1608.68787678758,1322.93677605288,1357.26622979616,1414.58668992431,1531.33781011763,1510.7973237214,1519.58678065177,1577.47084122292,1484.89246532042,1587.16189555687
Comoros,COM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.20135998725891,..,..,..,2.25841999053955,..,..,..,..,..,4.42264986038208,..,..,2.8304500579834,2.74783992767334,2.3827600479126,2.74472999572754,2.5450599193573,..,..,..,..,2.37805080413818,2.27485394477844,2.43164420127869,..
Comoros,COM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Population, total",SP.POP.TOTL,194852,198617,202527,206546,210665,214939,219369,224321,229971,236002,242351,249066,256187,263728,271719,280036,288810,298152,307938,318123,328328,337986,347053,356137,365664,375650,386068,396887,408070,419584,431119,442277,452990,463318,473478,483760,494288,505033,515959,526443,536758,547741,559047,570130,581154,592683,604658,616899,629470,642493,656024,670071,684553,699393,714612,730216,746232,761664,776313,790986,806166,821625,836774,852075
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,230.875776779594,272.050793055348,140.211933302015,130.375730301015,130.816542074946,135.888889100696,135.477390361009,99.7572508320882,392.626333784131,148.447123509623,168.944805273879,167.981575409282,187.856781029954,211.572629664001,247.54193564633,277.612079551534,317.88921008113,290.155675073525,324.827726109271,376.374981129973,412.776260544995,444.864357559096,472.266235725533,482.064568638238,456.027950583624,451.089088517319,546.212593203883,575.882781366465,524.666686211495,576.974729394136,664.593543336696,649.143987939358
"Congo, Dem. Rep.",COD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.26730990409851,2.53504991531372,2.79981994628906,1.29945003986359,0.70414000749588,0.825699985027313,0.722500026226044,0.861199975013733,0.814840018749237,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5249799489975,..,..,2.06221008300781,1.95142996311188,2.17043995857239,2.1186900138855,1.45494997501373,..,..,2.622638463974,2.660484790802,3.002521276474,..
"Congo, Dem. Rep.",COD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.267769992351532,0.0579899996519089,0.0604400001466274,0.136089995503426,0.0825299993157387,0.0782200023531914,..,..,..,..,..,0.406379997730255,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,15276558,15673284,16086084,16517995,16965855,17438254,17941738,18472105,19022799,19583123,20151733,20712952,21273409,21853906,22448415,23052715,23655016,24256464,25015244,25902760,26708686,27457783,28219219,29005175,29879852,30800051,31725132,32712574,33750052,34825891,35987541,37194812,38332302,39580844,41511985,43285791,44118709,44822198,45895524,47227238,48616317,50106657,51662071,53205639,54815607,56550247,58381630,60289422,62249724,64270232,66391257,68654269,70997870,73460021,76035588,78656904,81430977,84283273,87087355,89906890,92853164,95894118,99010212,102262808
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,124.782358870445,139.995753237947,149.702466899067,150.738167913407,158.135593211805,164.250532567942,177.611094271872,185.711647966232,190.898663327729,195.500650525828,196.823811701635,223.67531568073,276.493942297379,353.752580732606,370.418302119863,472.082071122825,453.069200279745,448.501084753937,502.958019400191,670.359915530005,932.508546039884,1065.74161612364,1130.2584932892,1074.50532328065,1095.83785165948,1047.66783917605,870.299973364327,1049.84782992163,981.893651010409,1030.36250601114,1173.26443609385,1110.97210425489,1163.53493514505,1034.75319375758,662.877334123082,771.613945676931,902.045746391557,807.891899370651,663.728702844685,780.589705459903,1029.96068881894,859.440012475987,910.869710766426,1023.08849619066,1314.41128060735,1810.58894236459,2116.86894319341,2219.91230676263,2848.6531631791,2283.94987239428,2962.76248130765,3415.06237416639,3753.86092808102,3719.6510360643,3623.82705652473,2455.34085824476,2107.51861826924,2227.7326089376,2715.26041752917,2508.94044443477,2011.28344044263,2540.47002419731,2649.23063369467,2508.82339515164
"Congo, Rep.",COG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,5.7322998046875,5.550950050354,..,5.238450050354,..,7.74302005767822,..,..,8.41331005096436,7.03813982009888,6.35924005508423,..,..,..,..,..,..,..,..,..,..,..,..,..,6.37311983108521,4.91033983230591,..,..,4.06827020645142,..,..,..,3.20831990242004,2.8361599445343,2.28813004493713,1.6810200214386,..,..,..,..,5.6867299079895,2.64652967453003,2.73923063278198,..,3.18256998062134,3.13882994651794,..,4.17236995697021,2.77167010307312,3.55946898460388,4.61901378631592,3.67454195022583,2.95159220695496,..
"Congo, Rep.",COG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.414900004863739,..
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,1055693,1083431,1112348,1142600,1174269,1207412,1242116,1278312,1316130,1355699,1396989,1440159,1485274,1532069,1580280,1624935,1665418,1706181,1747207,1788218,1829256,1870540,1911634,1951851,2001739,2062555,2124863,2188654,2253336,2319177,2385435,2452675,2520958,2594168,2669220,2742309,2816595,2875037,2937166,3016659,3134030,3254101,3331158,3424653,3543012,3672839,3813323,3956329,4089602,4257230,4437884,4584216,4713257,4828066,4944861,5064386,5186824,5312340,5441062,5570733,5702174,5835806,5970424,6106869
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,376.968785602974,351.201085862769,331.146214193905,341.576192932674,349.901343519053,369.980559658079,391.21128802986,409.983118355561,440.600668745405,472.671832376645,530.706337559723,565.287563133351,633.199660020383,762.082558256621,809.696052247853,928.505085861968,1113.036425514,1380.47519706127,1541.06963481116,1717.78464656523,2001.17673762028,1057.41633161235,1021.8927365613,1199.89865930049,1357.64329657658,1414.1281916432,1551.69177543042,1549.94180293555,1537.46122251913,1705.43165379819,1808.49595860746,2221.47465327402,2578.02503783265,2814.04454122256,3005.54031698606,3240.71114533234,3194.11298818557,3373.41058474058,3580.93388469275,3653.75420836815,3773.03379319679,3941.59864349203,4021.42536130228,4123.5064871039,4376.08042847261,4643.45856992587,5188.361792249,6055.08677887203,6841.9114600079,6737.8607505315,8147.24398493375,9137.4551007756,9971.65165576585,10633.2665504623,10737.6788811529,11529.9551730192,11899.8139833748,12118.1336248174,12383.1499522763,12669.3411549351,12179.2566735195,12604.0488374654,13365.3563992546,16595.3703837185
Costa Rica,CRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.34716987609863,..,4.88506984710693,4.95777988433838,..,..,4.42026996612549,..,4.01322984695435,4.07784986495972,..,..,..,..,..,3.35272002220154,3.89071989059448,..,..,5.39436006546021,4.66695022583008,4.83202981948853,5.15044021606445,5.13373994827271,4.89062976837158,..,4.61613988876343,4.6345100402832,4.88697004318237,6.01030015945435,6.56574010848999,6.37988996505737,6.58239984512329,6.68739986419678,6.67952013015747,6.87349987030029,6.89395999908447,7.06980991363525,6.76991987228394,6.73808002471924,6.62898015975952,6.24841976165771,..,..
Costa Rica,CRI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.302210003137589,0.29569000005722,0.265260010957718,0.367590010166168,0.411350011825562,..,..,0.361900001764297,0.372880011796951,..,0.426930010318756,0.356550008058548,0.385930001735687,0.517180025577545,0.479900002479553,0.462350010871887,0.547129988670349,0.542530000209808,0.556270003318787,0.436650007963181,0.443349987268448,0.425870001316071,0.3714399933815,..,0.330020010471344,0.275310009717941,..,..
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1346302,1396138,1447037,1498647,1550661,1602736,1654619,1706062,1756333,1805968,1855697,1905486,1955547,2006247,2058235,2111850,2167544,2225630,2286210,2349258,2414303,2481334,2550780,2622532,2696200,2771463,2847849,2924595,3001461,3079001,3158253,3239414,3321939,3405372,3489152,3572856,3656234,3739421,3821421,3901430,3979193,4053222,4122623,4188610,4252800,4315887,4378172,4440019,4501921,4563127,4622252,4679926,4736593,4791535,4844288,4895242,4945205,4993842,5040734,5084532,5123105,5153957,5180829,5212173
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,147.277834060423,160.652716961261,161.390233801048,183.100157280656,213.141608534593,204.717059357361,219.237831180413,222.975513744423,253.71373922123,259.052653583495,265.740358177124,277.000411002517,309.265108677086,400.874524529018,468.802627427293,568.113508086477,652.702808723261,844.815624452571,1025.93365408548,1143.38584302206,1225.41551517871,978.07476603232,845.664977066385,736.710615922198,711.08525697646,700.280823257039,888.341374466466,945.99862679365,928.64172579431,851.213396478365,906.411513061456,848.282027074392,868.725540903449,829.482478219459,602.331969680931,769.255683448609,1220.12144468086,1176.85196764018,1237.13141604093,1154.4790670714,986.77735288125,974.779985317925,1020.95049076837,1173.06388212738,1267.76482364824,1267.08731045878,1303.56496649315,1451.23253219637,1683.33750616062,1638.80468544921,1654.17795949757,1701.7046397995,1649.30161629018,1903.05422876301,2124.01942956841,1941.58189765549,1999.19537179625,2113.34152379369,2295.54033628198,2309.31358341573,2350.75139725548,2649.17304788159,2491.89593372995,2728.80324620071
Cote d'Ivoire,CIV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,5.86538982391357,..,7.53185987472534,7.04560995101929,5.69039011001587,6.78573989868164,6.46212005615234,..,6.75367021560669,8.23138999938965,6.85975980758667,..,..,..,..,..,..,..,..,..,..,..,6.78113985061646,6.50304985046387,4.78869009017944,4.3014497756958,2.72476005554199,2.61811995506287,2.43498992919922,2.68529009819031,2.40031003952026,2.44477009773254,2.81048011779785,2.86437010765076,2.91176009178162,2.91944003105164,2.8199999332428,3.01613998413086,3.09853005409241,3.1739399433136,3.24651002883911,2.86576008796692,3.4344699382782,3.45860004425049,3.31416988372803,3.49412989616394,3.93593001365662,3.73654007911682,3.21164989471436,3.4130699634552,3.78674006462097,3.32718992233276,3.51197004318237,3.42992997169495
Cote d'Ivoire,CIV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.069750003516674,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,3708661,3848336,3998287,4156453,4321368,4492890,4671196,4856689,5050106,5255149,5477086,5718867,5979984,6257373,6548923,6853981,7142690,7415900,7700816,7996368,8303810,8621621,8948119,9282050,9621405,9964075,10309440,10663498,11043193,11462943,11910540,12369269,12838314,13316448,13802285,14299727,14810946,15335453,15858990,16345894,16799670,17245468,17683897,18116451,18544903,18970215,19394057,19817700,20244449,20677762,21120042,21562914,22010712,22469268,22995555,23596741,24213622,24848016,25493988,26147551,26811790,27478249,28160542,28873034
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5369.10976056622,4000.91677428625,2321.15204123035,2447.50319141761,3237.92646315285,4930.33529668707,5298.88508343388,5330.32890040892,5711.48570131959,5267.63052114736,4952.30952351574,5363.8329043777,6219.64373374481,8192.60925044031,9723.36467607949,10446.4419618242,11505.4104070781,13762.6712866081,15900.4693649251,14422.9198619352,13697.4521970764,14664.3690796915,13452.9759027717,14002.2381023542,14035.8597369389,12135.1036186683,12634.3195701712,13655.4798216229,15132.9554012394,15218.5258037621,14383.8695000306,17943.415126673,18673.1779905036,21459.7847808036
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.112708568573,5.68086528778076,3.82300996780396,3.86901998519897,3.82214999198914,5.36704969406128,5.00697135925293,3.96751999855042,4.27542018890381,4.37821006774902,4.21689987182617,4.11441993713379,5.22161388397217,4.52116012573242,5.17615127563477,4.96908521652222,4.89622449874878,3.86269998550415,3.91209006309509,3.92007994651794,4.38901996612549,4.05666017532349,..,..
Croatia,HRV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.831789970397949,1.04250001907349,0.917620003223419,0.940869987010956,0.940689980983734,1.02002000808716,0.847760021686554,0.733129978179932,0.784929990768433,0.878009974956512,0.835070013999939,0.732339978218079,0.738470017910004,0.739560008049011,0.79816997051239,0.772589981555939,0.828159987926483,0.849950015544891,0.847270011901855,0.951250016689301,1.07963001728058,1.24260997772217,1.24485003948212,..,..
Croatia,HRV,"Population, total",SP.POP.TOTL,4140181,4167292,4196712,4225675,4252876,4280923,4310701,4338683,4365628,4391490,4412252,4431275,4450564,4470161,4490660,4512082,4535934,4559571,4581085,4594778,4599782,4611509,4634234,4658254,4680285,4701417,4721446,4739745,4755207,4767260,4777368,4689022,4575818,4600463,4652024,4620030,4557097,4534920,4532135,4512597,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4267558,4255689,4238389,4203604,4174349,4124531,4087843,4065253,4047680,3878981,3855641,3853200
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,641.853307170666,766.106950711573,887.217197747857,1074.18706048586,1211.71040980348,1369.24507296144,1436.28560670467,1468.70934236951,1833.99085308811,2003.58284635436,2030.0410487021,2046.01018792448,2114.62071626848,2223.92089092318,2388.28577470352,2258.38914227803,2366.92120291665,2441.57594208547,2633.84738766203,2567.01706409298,2695.61486458131,2269.64557765794,2048.06883870462,2063.22212319205,2613.00503947034,2784.90260522494,2281.97555037471,2306.38394039568,2332.50821705533,2562.27410535087,2752.20378269319,2844.24443674985,3007.19307369322,3205.68839767994,3403.29616311163,3791.87300608904,4336.87332999361,4814.85487568512,4992.82449445836,5094.43756186586,5275.53260105122,6106.0067919258,6467.33791422804,6814.24384354868,7117.53573456326,7683.74025365669,8055.92586780018,8543.33006731328,8831.91040872027,9139.38051005519,9499.57250428248,..,..,..
Cuba,CUB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.36909008026123,..,..,..,..,..,..,..,..,..,..,7.14496994018555,..,7.07476997375488,5.61948013305664,..,..,..,6.20873022079468,6.75523996353149,7.70481014251709,8.3580904006958,9.57116985321045,9.9408597946167,10.2682304382324,10.5577802658081,9.05716991424561,11.8682098388672,14.0590801239014,13.1248598098755,12.8373098373413,..,11.5516605377197,10.6716957092285,9.6074686050415,8.96333694458008,9.01313304901123,..,..,9.04696941375732,..,9.38586235046387,..,..
Cuba,CUB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.347359985113144,0.401719987392426,0.501240015029907,0.458319991827011,0.478650003671646,0.565299987792969,0.564450025558472,0.582430005073547,0.602310001850128,0.549199998378754,0.441390007734299,0.436150014400482,0.500609993934631,0.614849984645844,0.6076700091362,0.271919995546341,0.407160013914108,0.474669992923737,0.415960013866425,0.428539991378784,0.34222999215126,0.430660009384155,0.536909997463226,0.553080022335052,0.518379986286163,0.322820007801056,..,..
Cuba,CUB,"Population, total",SP.POP.TOTL,7267395,7418518,7574265,7736352,7902286,8067651,8230450,8390962,8550286,8709654,8869636,9025709,9169289,9297924,9413105,9514305,9600862,9672546,9729986,9774711,9809107,9848560,9908874,9984591,10065539,10149044,10235480,10326910,10425433,10527187,10626680,10713812,10783748,10840934,10887207,10926703,10963031,10998129,11033758,11070094,11105791,11139127,11170051,11199217,11225294,11246114,11260630,11269887,11276609,11283185,11290417,11298710,11309290,11321579,11332026,11339894,11342012,11336405,11328244,11316697,11300698,11256372,11212191,11194449
